text,label,cleaned_text
"We must increase efforts to prevent sexual assault and rape,",1,We must increase effort prevent sexual assault rape
Democrats will continue to lead a broad coalition of allies and partners to destroy ISIS’ stronghold in Iraq and Syria.,1,Democrats continue lead broad coalition ally partner destroy ISIS’ stronghold Iraq Syria
"We will press those in the region, especially the Gulf countries and local forces on the ground, to carry their weight in prosecuting this fight.",1,We press region especially Gulf country local force ground carry weight prosecuting fight
"with appropriate safeguards here at home,",1,appropriate safeguard home
We reject Donald Trump’s vilification of Muslims.,1,We reject Donald Trump’s vilification Muslims
It violates the religious freedom that is the bedrock of our country and feeds into ISIS’ nefarious narrative.,1,It violates religious freedom bedrock country feed ISIS’ nefarious narrative
It also alienates people and countries who are crucial to defeating terrorism;,1,It also alienates people country crucial defeating terrorism
the vast majority of Muslims believe in a future of peace and tolerance.,1,vast majority Muslims believe future peace tolerance
"Donald Trump would inflame the conflict by alienating our allies,",1,Donald Trump would inflame conflict alienating ally
"and bring together the moderate Syrian opposition, international community, and our regional allies to reach a negotiated political transition that ends Assad’s rule.",1,bring together moderate Syrian opposition international community regional ally reach negotiated political transition end Assad’s rule
"Given the immense scale of human suffering in Syria, it is also imperative that we lead the international community",1,Given immense scale human suffering Syria also imperative lead international community
"in providing greater humanitarian assistance to the civilian victims of war in Syria and Iraq, especially displaced refugees.",1,providing greater humanitarian assistance civilian victim war Syria Iraq especially displaced refugee
"In Afghanistan, we will work with the NATO-led coalition of partners to bolster the democratically-elected government as it assumes a primary role in tackling terrorism,",1,In Afghanistan work NATOled coalition partner bolster democraticallyelected government assumes primary role tackling terrorism
"and safeguards advances, like securing women’s rights.",1,safeguard advance like securing women’s right
Democrats will continue to push for an Afghan-led peace process and press both Afghanistan and Pakistan to deny terrorists sanctuary on either side of the border.,1,Democrats continue push Afghanled peace process press Afghanistan Pakistan deny terrorist sanctuary either side border
"It violates the human rights of its population, denies the Holocaust, vows to eliminate Israel, and has its fingerprints on almost every conflict in the Middle East.",1,It violates human right population denies Holocaust vow eliminate Israel fingerprint almost every conflict Middle East
"bolster the capabilities of our Gulf partners,",1,bolster capability Gulf partner
"Finally, Democrats recognize that the Iranian people seek a brighter future for their country and greater engagement with the international community.",1,Finally Democrats recognize Iranian people seek brighter future country greater engagement international community
"We will embrace opportunities for cultural, academic and other exchanges with the Iranian people.",1,We embrace opportunity cultural academic exchange Iranian people
The regime is also responsible for grave human rights abuses against the North Korean people.,1,The regime also responsible grave human right abuse North Korean people
"threatens to abandon our treaty allies, Japan and South Korea;",1,threatens abandon treaty ally Japan South Korea
"press China to restrain North Korea,",1,press China restrain North Korea
"Russia is engaging in destabilizing actions along its borders, violating Ukraine’s sovereignty and attempting to recreate spheres of influence that undermine American interests.",1,Russia engaging destabilizing action along border violating Ukraine’s sovereignty attempting recreate sphere influence undermine American interest
"It is also propping up the Assad regime in Syria, which is brutally attacking its own citizens.",1,It also propping Assad regime Syria brutally attacking citizen
Donald Trump would overturn more than 50 years of American foreign policy by abandoning NATO partners—countries who help us fight terrorism every day—and embracing Russian President Vladimir Putin instead.,1,Donald Trump would overturn 50 year American foreign policy abandoning NATO partners—countries help u fight terrorism every day—and embracing Russian President Vladimir Putin instead
"We believe in strong alliances and will deter Russian aggression,",1,We believe strong alliance deter Russian aggression
"build European resilience,",1,build European resilience
and protect our NATO allies.,1,protect NATO ally
"We will make it clear to Putin that we are prepared to cooperate with him when it is in our interest—as we did on reducing nuclear stockpiles, ensuring Iran could not obtain a nuclear weapon, sanctioning North Korea, and resupplying our troops in Afghanistan—",1,We make clear Putin prepared cooperate interest—as reducing nuclear stockpile ensuring Iran could obtain nuclear weapon sanctioning North Korea resupplying troop Afghanistan—
We will also continue to stand by the Russian people and push the government to respect the fundamental rights of its citizens.,1,We also continue stand Russian people push government respect fundamental right citizen
"seek to establish global norms in cyberspace,",1,seek establish global norm cyberspace
We will do this while protecting the privacy and civil liberties of the American people.,1,We protecting privacy civil liberty American people
Democrats reject the false choice between privacy interests and keeping Americans safe.,1,Democrats reject false choice privacy interest keeping Americans safe
We need liberty,1,We need liberty
We will protect the privacy and civil liberties of the American people—standing firm against the type of warrantless surveillance of American citizens that flourished during the Bush Administration.,1,We protect privacy civil liberty American people—standing firm type warrantless surveillance American citizen flourished Bush Administration
We support recent reforms to government bulk data collection programs so the government is not collecting and holding millions of files on innocent Americans.,1,We support recent reform government bulk data collection program government collecting holding million file innocent Americans
"We will support a national commission on digital security and encryption to bring together technology and public safety communities to address the needs of law enforcement,",1,We support national commission digital security encryption bring together technology public safety community address need law enforcement
"protect the privacy of Americans,",1,protect privacy Americans
and to leading a global effort to mobilize nations to address this threat on a scale not seen since World War II.,1,leading global effort mobilize nation address threat scale seen since World War II
and push other countries to do the same by slashing carbon pollution and rapidly driving down emissions of potent greenhouse gases like hydrofluorocarbons.,1,push country slashing carbon pollution rapidly driving emission potent greenhouse gas like hydrofluorocarbon
"The world will be more secure, stable, and peaceful when all people are able to reach their God-given potential and live in freedom and dignity.",1,The world secure stable peaceful people able reach Godgiven potential live freedom dignity
"including our belief that all people are created equal, are reflected in everything our nation does.",1,including belief people created equal reflected everything nation doe
"And we will seek to safeguard vulnerable minorities, including LGBT people and people with disabilities.",1,And seek safeguard vulnerable minority including LGBT people people disability
We believe the United States must continue to be a strong advocate for the rights and opportunities of women and girls around the world.,1,We believe United States must continue strong advocate right opportunity woman girl around world
Elevating their status is not just the right thing to do—,1,Elevating status right thing do—
"When women and girls are healthy, educated, and able to participate economically, their families and communities prosper,",1,When woman girl healthy educated able participate economically family community prosper
"poverty decreases,",1,poverty decrease
"Democrats are committed to advancing the rights and opportunities of women and girls as a central focus of American diplomacy, development,",1,Democrats committed advancing right opportunity woman girl central focus American diplomacy development
"and defense efforts and will continue to support the United States National Action Plan on Women, Peace, and Security.",1,defense effort continue support United States National Action Plan Women Peace Security
We will work to end the epidemic of gender-based violence around the world.,1,We work end epidemic genderbased violence around world
We will urge ratification of the Convention for the Elimination of All Forms of Discrimination Against Women.,1,We urge ratification Convention Elimination All Forms Discrimination Against Women
We will support sexual and reproductive health and rights around the globe.,1,We support sexual reproductive health right around globe
"In addition to expanding the availability of affordable family planning information and contraceptive supplies,",1,In addition expanding availability affordable family planning information contraceptive supply
we believe that safe abortion must be part of comprehensive maternal and women’s health care and included as part of America’s global health programming.,1,believe safe abortion must part comprehensive maternal women’s health care included part America’s global health programming
"Therefore, we support the repeal of harmful restrictions that obstruct women’s access to health care information and services, including the “global gag rule” and the Helms Amendment that bars American assistance to provide safe, legal abortion throughout the developing world.",1,Therefore support repeal harmful restriction obstruct women’s access health care information service including “global gag rule” Helms Amendment bar American assistance provide safe legal abortion throughout developing world
"Democrats believe that LGBT rights are human rights and that American foreign policy should advance the ability of all persons to live with dignity, security, and respect, regardless of who they are or who they love.",1,Democrats believe LGBT right human right American foreign policy advance ability person live dignity security respect regardless love
"We applaud President Obama’s historic Presidential Memorandum on International Initiatives to Advance the Human Rights of Lesbian, Gay, Bisexual, and Transgender Persons, which combats criminalization, protects refugees, and provides foreign assistance.",1,We applaud President Obama’s historic Presidential Memorandum International Initiatives Advance Human Rights Lesbian Gay Bisexual Transgender Persons combat criminalization protects refugee provides foreign assistance
"We will continue to stand with LGBT people around the world, including fighting efforts by any nation to infringe on LGBT rights or ignore abuse.",1,We continue stand LGBT people around world including fighting effort nation infringe LGBT right ignore abuse
"Building on the accomplishments of the Victims of Trafficking and Violence Protection Act of 2000, we call for increased diplomatic efforts with foreign governments to root out complicit public officials who facilitate or perpetrate this evil.",1,Building accomplishment Victims Trafficking Violence Protection Act 2000 call increased diplomatic effort foreign government root complicit public official facilitate perpetrate evil
The majority of the developing world is under the age of 30.,1,The majority developing world age 30
These countries will be more prosperous and stable if young people have access to education and employment opportunities.,1,These country prosperous stable young people access education employment opportunity
Democrats will promote the rights of young people and nurture young leaders.,1,Democrats promote right young people nurture young leader
"We will work with people around the world who seek greater opportunities,",1,We work people around world seek greater opportunity
and fostering partnerships between peoples.,1,fostering partnership people
We are horrified by ISIS’ genocide and sexual enslavement of Christians and Yezidis and crimes against humanity against Muslims and others in the Middle East.,1,We horrified ISIS’ genocide sexual enslavement Christians Yezidis crime humanity Muslims others Middle East
We will do everything we can to protect religious minorities and the fundamental right of freedom of religion.,1,We everything protect religious minority fundamental right freedom religion
"The world is experiencing a major refugee crisis with more than 60 million people displaced as a result of conflicts in the Middle East, Africa, and Eastern Europe.",1,The world experiencing major refugee crisis 60 million people displaced result conflict Middle East Africa Eastern Europe
We support President Obama’s call for an international summit to address this crisis so that every country assumes its responsibility to meet this humanitarian challenge.,1,We support President Obama’s call international summit address crisis every country assumes responsibility meet humanitarian challenge
we will look for ways to help innocent people who are fleeing persecution while ensuring rigorous screening and vetting.,1,look way help innocent people fleeing persecution ensuring rigorous screening vetting
Democrats support progress toward more accountable governance and universal rights.,1,Democrats support progress toward accountable governance universal right
"As autocrats and strongmen around the world crack down on civil society and imprison those who speak out to demand greater freedom,",1,As autocrat strongman around world crack civil society imprison speak demand greater freedom
"we will continue to bolster groups and individuals who fight for fundamental human rights,",1,continue bolster group individual fight fundamental human right
"democracy,",1,democracy
"We will support strong legislatures,",1,We support strong legislature
"independent judiciaries,",1,independent judiciary
"free press,",1,free press
"religious freedom,",1,religious freedom
and equality for women and minorities.,1,equality woman minority
We will bolster the development of civil society and representative institutions that can protect fundamental human rights,1,We bolster development civil society representative institution protect fundamental human right
"and improve the quality of life for all citizens,",1,improve quality life citizen
including independent and democratic unions.,1,including independent democratic union
"In non-democratic countries, we will work with international partners to assist the efforts of those struggling to promote peaceful political reforms.",1,In nondemocratic country work international partner assist effort struggling promote peaceful political reform
"We condemn the practice of unlawful detentions or imprisonment,",1,We condemn practice unlawful detention imprisonment
especially of journalists,1,especially journalist
and civil rights activists.,1,civil right activist
That is why President Obama banned torture without exception in his first week in office,1,That President Obama banned torture without exception first week office
and why Democrats condemn Donald Trump’s statements that he would engage in torture and other war crimes.,1,Democrats condemn Donald Trump’s statement would engage torture war crime
We agree with military and national security experts who acknowledge that torture is not an effective interrogation technique.,1,We agree military national security expert acknowledge torture effective interrogation technique
and undermines our standing in the world.,1,undermines standing world
We believe that development assistance is an essential instrument of American power.,1,We believe development assistance essential instrument American power
"It can prevent threats, enhance stability, and reduce the need for military force.",1,It prevent threat enhance stability reduce need military force
"With less than one percent of the federal budget, our development assistance has helped cut extreme poverty in half,",1,With le one percent federal budget development assistance helped cut extreme poverty half
"drastically decreased maternal and child mortality,",1,drastically decreased maternal child mortality
"reduced global hunger, provided food security,",1,reduced global hunger provided food security
and put an AIDS-free generation within reach.,1,put AIDSfree generation within reach
This investment reflects the best of America,1,This investment reflects best America
We need to continue this work and make more progress on important global goals like ending extreme poverty and hunger.,1,We need continue work make progress important global goal like ending extreme poverty hunger
"We will support local development efforts,",1,We support local development effort
recognizing the self-determination of the peoples and countries we assist to direct their own futures.,1,recognizing selfdetermination people country assist direct future
We will also learn from recent conflicts to improve civilian capacity for conflict prevention and stabilization.,1,We also learn recent conflict improve civilian capacity conflict prevention stabilization
reform HIV criminalization laws;,1,reform HIV criminalization law
"Abroad, we will continue our commitment to the President’s Emergency Plan for AIDS Relief and increase global funding for HIV and AIDS prevention and treatment.",1,Abroad continue commitment President’s Emergency Plan AIDS Relief increase global funding HIV AIDS prevention treatment
Democrats will always protect those living with HIV and AIDS from stigma and discrimination.,1,Democrats always protect living HIV AIDS stigma discrimination
and protecting American jobs.,1,protecting American job
"That is why we will prioritize and strongly enforce provisions on decent work and worker’s rights in all American diplomatic, trade, and programmatic efforts.",1,That prioritize strongly enforce provision decent work worker’s right American diplomatic trade programmatic effort
"We think it is wrong for workers in the United States to have to compete against poverty-wage, child, or slave labor.",1,We think wrong worker United States compete povertywage child slave labor
Democrats will fight to end child labor.,1,Democrats fight end child labor
pursuing a global economic agenda that promotes rising wages,1,pursuing global economic agenda promotes rising wage
"workers’ rights,",1,workers’ right
"specifically youth un- and underemployment,",1,specifically youth un underemployment
"gender inequality,",1,gender inequality
It would be a dangerous mistake for America to abandon our responsibilities.,1,It would dangerous mistake America abandon responsibility
"We cannot, as Donald Trump suggests, cede the mantle of leadership for global peace and security to others who will not have our best interests in mind.",1,We cannot Donald Trump suggests cede mantle leadership global peace security others best interest mind
"From the Asia Pacific to the Indian Ocean, we will deepen our relationships in the region with Australia, Japan, New Zealand, the Philippines, South Korea, and Thailand.",1,From Asia Pacific Indian Ocean deepen relationship region Australia Japan New Zealand Philippines South Korea Thailand
We will honor our historic commitment to Japan.,1,We honor historic commitment Japan
"We will continue to invest in a long-term strategic partnership with India—the world’s largest democracy, a nation of great diversity, and an important Pacific power.",1,We continue invest longterm strategic partnership India—the world’s largest democracy nation great diversity important Pacific power
We will build on the historic opening with Burma and advocate for greater human rights protections and national reconciliation among Burma’s many different ethnic groups.,1,We build historic opening Burma advocate greater human right protection national reconciliation among Burma’s many different ethnic group
"We will help Pakistan stabilize its polity and build an effective relationship with the predominantly young population of this strategically located, nuclear-armed country.",1,We help Pakistan stabilize polity build effective relationship predominantly young population strategically located nucleararmed country
We will also work with our allies and partners to fortify regional institutions and norms as well as protect freedom of the seas in the South China Sea.,1,We also work ally partner fortify regional institution norm well protect freedom sea South China Sea
"And we will look for areas of cooperation, including on combatting climate change and nuclear proliferation.",1,And look area cooperation including combatting climate change nuclear proliferation
"We will promote greater respect for human rights, including the rights of Tibetans.",1,We promote greater respect human right including right Tibetans
"In the Middle East, Democrats will push for more inclusive governance in Iraq and Syria that respects the equal rights of all citizens;",1,In Middle East Democrats push inclusive governance Iraq Syria respect equal right citizen
and stand by the people of the region as they seek greater economic opportunity and freedom.,1,stand people region seek greater economic opportunity freedom
"and provides the Palestinians with independence, sovereignty, and dignity.",1,provides Palestinians independence sovereignty dignity
"Palestinians should be free to govern themselves in their own viable state,",1,Palestinians free govern viable state
in peace and dignity.,1,peace dignity
Europe remains America’s indispensable partner and a cornerstone of global security.,1,Europe remains America’s indispensable partner cornerstone global security
"Democrats will stand with our European allies and partners to deter Russian aggression,",1,Democrats stand European ally partner deter Russian aggression
"address security challenges to Europe’s south,",1,address security challenge Europe’s south
and deal with unprecedented economic and social challenges.,1,deal unprecedented economic social challenge
and the transatlantic partnership with the European Union.,1,transatlantic partnership European Union
"We will seek to strengthen our strategic partnership with Turkey while pushing for reforms,",1,We seek strengthen strategic partnership Turkey pushing reform
"and continue to support a close relationship with states that seek to strengthen their ties to NATO and Europe, such as Georgia and Ukraine.",1,continue support close relationship state seek strengthen tie NATO Europe Georgia Ukraine
"We reject Donald Trump’s threats to abandon our European and NATO allies,",1,We reject Donald Trump’s threat abandon European NATO ally
all while he praises Putin.,1,praise Putin
"When the United States was attacked on September 11, 2001, our NATO allies invoked Article 5 of the North Atlantic Treaty, stating that an attack against one is an attack against all—for the first and only time in its history.",1,When United States attacked September 11 2001 NATO ally invoked Article 5 North Atlantic Treaty stating attack one attack all—for first time history
Our NATO allies fought alongside us in Afghanistan and are still there today.,1,Our NATO ally fought alongside u Afghanistan still today
We will maintain our Article 5 collective security commitments to NATO because we are stronger when we have our allies at our side.,1,We maintain Article 5 collective security commitment NATO stronger ally side
And we will continue to push NATO members to contribute their fair share.,1,And continue push NATO member contribute fair share
"The Americas are a region of singular strategic, economic, and cultural importance and opportunity for the United States.",1,The Americas region singular strategic economic cultural importance opportunity United States
"and alienate Mexico, a valuable partner.",1,alienate Mexico valuable partner
"We will instead embrace our neighbors and pursue strong, fruitful partnerships across the region, from Canada to Latin America and the Caribbean.",1,We instead embrace neighbor pursue strong fruitful partnership across region Canada Latin America Caribbean
"We will bolster democratic institutions,",1,We bolster democratic institution
We will strengthen the U.S.-Caribbean regional relationship through economic development,1,We strengthen USCaribbean regional relationship economic development
and comprehensive immigration reform.,1,comprehensive immigration reform
And we will build on our long-term commitment to Colombia and work with Central American countries to stabilize the Northern Triangle.,1,And build longterm commitment Colombia work Central American country stabilize Northern Triangle
We will also stand by the Cuban people and support their ability to decide their own future,1,We also stand Cuban people support ability decide future
and to enjoy the same human rights and freedoms that people everywhere deserve.,1,enjoy human right freedom people everywhere deserve
"In Venezuela, we will push the government to respect human rights",1,In Venezuela push government respect human right
and respond to the will of its people.,1,respond people
"And in Haiti, we will support local and international efforts to bolster the country’s democratic institutions",1,And Haiti support local international effort bolster country’s democratic institution
We will also help more Haitians take advantage of Temporary Protected Status.,1,We also help Haitians take advantage Temporary Protected Status
"Finally, we will close the School of the Americas, now known as the Western Hemisphere Institute for Security Cooperation, because we believe that military and police forces should support democracy, not subvert it.",1,Finally close School Americas known Western Hemisphere Institute Security Cooperation believe military police force support democracy subvert it
"Democrats will strengthen our partnership and collaboration with the African Union,",1,Democrats strengthen partnership collaboration African Union
emphasizing trade while increasing development assistance to bolster the continent’s domestic economies.,1,emphasizing trade increasing development assistance bolster continent’s domestic economy
"We will engage our African partners on the full range of global challenges and opportunities,",1,We engage African partner full range global challenge opportunity
"and we will continue to strengthen democratic institutions and human rights,",1,continue strengthen democratic institution human right
"fair trade and investment, development,",1,fair trade investment development
and global health.,1,global health
"We will help our African partners improve their capacity to respond to crises and protect citizens,",1,We help African partner improve capacity respond crisis protect citizen
especially women and girls.,1,especially woman girl
Democrats believe that global institutions—most prominently the United Nations—and multilateral organizations have a powerful role to play and are an important amplifier of American strength and influence.,1,Democrats believe global institutions—most prominently United Nations—and multilateral organization powerful role play important amplifier American strength influence
but it would be reckless to follow Donald Trump and turn our back on the international system that our country built.,1,would reckless follow Donald Trump turn back international system country built
It has provided decades of stability and economic growth for the world and for America.,1,It provided decade stability economic growth world America
"Mr. Macron has already announced his desire to ""reform"" the labor code by ordinances during the summer.",1,Mr Macron already announced desire reform labor code ordinance summer
Faced with this democratic denial of us of deputy who will vote against the law allowing him to have in this way.,1,Faced democratic denial u deputy vote law allowing way
Let us give depties who will not submit to contempt for democracy!,1,Let u give depties submit contempt democracy
"Our Deputy will be AlongSide Young People, Women, Nurses, Postal Workers, Employees of the Public and Private, Farmers, Precarious and Unmployed Who Aspire to What Their Lives Change,",1,Our Deputy AlongSide Young People Women Nurses Postal Workers Employees Public Private Farmers Precarious Unmployed Who Aspire What Their Lives Change
"Who Aspire to Bring Out a Left Comb and Value, a Left that acts in the name of ""The Human First""!""""",1,Who Aspire Bring Out Left Comb Value Left act name The Human First
"To support the Human First in our Constitentcy, Our Candidates Will Act for: 1. The Fight Against inequalities",1,To support Human First Constitentcy Our Candidates Will Act for 1 The Fight Against inequality
Employment and a Labor Code Favorable to Employees-S,1,Employment Labor Code Favorable EmployeesS
"Wald Lagality Legals,",1,Wald Lagality Legals
"Employment and Training Security in Connection With Unions,",1,Employment Training Security Connection With Unions
"SME-TPES,",1,SMETPES
A Social Anti-Dumping Law,1,A Social AntiDumping Law
New Rights of Employees in the Company,1,New Rights Employees Company
And the establishment of a citizen coucil of Constitentcy to report on my mandate and make the laws with you.,1,And establishment citizen coucil Constitentcy report mandate make law you
Increase in wages,1,Increase wage
"Increase in wages up to 23%,",1,Increase wage 23
"To million jobs in the future sectors,",1,To million job future sector
Promote Short Agricultural Circuits and Remunerative Princes to Producers.,1,Promote Short Agricultural Circuits Remunerative Princes Producers
Organize a referendum in order to revise the Constitution and condition any future revision of the Constitution to a referendum.,1,Organize referendum order revise Constitution condition future revision Constitution referendum
Allow the representation of all French people by the ballot proportional to all elections.,1,Allow representation French people ballot proportional election
"In the National Assembly, the proportional will be integral with a majority premium of 30 % of the seats for the list arrived at the head and a threshold of 5 % of the votes to obtain elected officials.",1,In National Assembly proportional integral majority premium 30 seat list arrived head threshold 5 vote obtain elected official
"Create a real popular initiative referendum, on the proposal of at least 500,000 voters.",1,Create real popular initiative referendum proposal least 500000 voter
"Guarantee freedom of expression and digital freedoms by their registration in fundamental freedoms protected by the Constitution,",1,Guarantee freedom expression digital freedom registration fundamental freedom protected Constitution
"Create a constitutional value charter which will include the protection of the personal data of the French, in particular by an obligation to storage these data on servers located in France.",1,Create constitutional value charter include protection personal data French particular obligation storage data server located France
Set up a national plan for equal female men and fight against professional and social precariousness.,1,Set national plan equal female men fight professional social precariousness
Establish real union freedom by the abolition of the monopoly of representativeness and to moralize the union life by a public control of the financing of the unions.,1,Establish real union freedom abolition monopoly representativeness moralize union life public control financing union
"Prohibit any public funding (State, local authorities, etc.) places of worship and cult activities.",1,Prohibit public funding State local authority etc place worship cult activity
"Create a State Secretariat dedicated to economic changes attached to the Ministry of Finance in order to anticipate the developments in forms of work linked to new technologies (uberization, robotization, sharing economy, etc.).",1,Create State Secretariat dedicated economic change attached Ministry Finance order anticipate development form work linked new technology uberization robotization sharing economy etc
Create a large Ministry of Overseas and the Sea in order to enhance the maritime dimension of France,1,Create large Ministry Overseas Sea order enhance maritime dimension France
"Replacement of the arduousness account, inapplicable in its current form, by a new device based on a personalized evaluation thanks to an occupational medicine which will be reconstructed.",1,Replacement arduousness account inapplicable current form new device based personalized evaluation thanks occupational medicine reconstructed
"To promote hiring, reduce the number of administrative obligations linked to the social threshold of 50 employees and merger the representative institutions of staff between 50 and 300 employees (excluding union representation) into a single structure retaining the same skills.",1,To promote hiring reduce number administrative obligation linked social threshold 50 employee merger representative institution staff 50 300 employee excluding union representation single structure retaining skill
This load reduction will be conditioned on the maintenance of employment.,1,This load reduction conditioned maintenance employment
Withdraw the labor law (known as the El Khomri law).,1,Withdraw labor law known El Khomri law
Restore the free distribution of parental leave between both parents.,1,Restore free distribution parental leave parent
"Strengthen intergenerational solidarity by allowing each parent to transmit 100,000 euros without taxation to each child every five years (instead of fifteen years currently) and by increasing the ceiling of donations without taxation to grandchildren to 50,000 euros, alsoEvery five years.",1,Strengthen intergenerational solidarity allowing parent transmit 100000 euro without taxation child every five year instead fifteen year currently increasing ceiling donation without taxation grandchild 50000 euro alsoEvery five year
Maintain the legal weekly work at 35 hours.,1,Maintain legal weekly work 35 hour
Authorize negotiations on the lengthening of working time exclusively at the level of professional branches and provided of full wage compensation (37 hours paid 37 or 39 hours paid 39).,1,Authorize negotiation lengthening working time exclusively level professional branch provided full wage compensation 37 hour paid 37 39 hour paid 39
Tax exemption and maintain their increase.,1,Tax exemption maintain increase
Raise the Numerus Clausus access to health studies to avoid the massive use of foreign doctors and allow the replacement of the numerous retirement departments planned.,1,Raise Numerus Clausus access health study avoid massive use foreign doctor allow replacement numerous retirement department planned
"Fighting medical deserts by establishing a boarding school in the areas concerned, allowing retired doctors to exercise there with charges and developing health homes.",1,Fighting medical desert establishing boarding school area concerned allowing retired doctor exercise charge developing health home
Maintain local hospitals as much as possible and increase the staff of the hospital public service.,1,Maintain local hospital much possible increase staff hospital public service
Create a fifth social security risk dedicated to dependence in order to allow each French to treat themselves and live in dignity.,1,Create fifth social security risk dedicated dependence order allow French treat live dignity
"Ensure a fair tax contribution, by refusing all increase in VAT and CSG and by maintaining the ISF.",1,Ensure fair tax contribution refusing increase VAT CSG maintaining ISF
Reduce income tax by 10 % over the first three tranches.,1,Reduce income tax 10 first three tranche
To preserve our social model by attacking tax havens and by creating a tax on the activity carried out in France by the large groups and the profits that would have been diverted.,1,To preserve social model attacking tax haven creating tax activity carried France large group profit would diverted
Continue international tax cooperation for this purpose.,1,Continue international tax cooperation purpose
"Create a ""first job"" system which completely exempts from charges the first hiring of a young person under the age of 21 by a company for a maximum period of two years.",1,Create first job system completely exempts charge first hiring young person age 21 company maximum period two year
Delicate and revalue the index point for civil servants.,1,Delicate revalue index point civil servant
Preserve the status of the public service.,1,Preserve status public service
"For the sake of equality, establish the deficiency period in the public and the private sector for the payment of daily health insurance allowances.",1,For sake equality establish deficiency period public private sector payment daily health insurance allowance
"Faced with pressure from supranational authorities, maintain the ban on GPA and reserve the PMA as a medical response to sterility problems.",1,Faced pressure supranational authority maintain ban GPA reserve PMA medical response sterility problem
"Facilitate access to employment for people with disabilities, strengthen the fight against all discrimination related to disabilities and health and extend the right to be forgotten to adults in long -term affection remission, with amaximum delay of 5 years.",1,Facilitate access employment people disability strengthen fight discrimination related disability health extend right forgotten adult long term affection remission amaximum delay 5 year
"Restore real equality and meritocracy by refusing the principle of ""positive discrimination"".",1,Restore real equality meritocracy refusing principle positive discrimination
Restore real equality of opportunity by regaining the path of republican meritocracy.,1,Restore real equality opportunity regaining path republican meritocracy
"Engaging France in the service of a multipolar world based on equality in law of nations, their permanent consultation and respect for their independence.",1,Engaging France service multipolar world based equality law nation permanent consultation respect independence
"Implement a real co-development policy with African countries based as a priority on primary school development aid, assistance in improving agricultural systems and aid to strengthen the tools of defense toolsand security.",1,Implement real codevelopment policy African country based priority primary school development aid assistance improving agricultural system aid strengthen tool defense toolsand security
"Apply economic patriotism to French agricultural products to immediately support our peasants and fishermen, in particular through public procurement (State and communities).",1,Apply economic patriotism French agricultural product immediately support peasant fisherman particular public procurement State community
Transform the common agricultural policy into a French agricultural policy.,1,Transform common agricultural policy French agricultural policy
"Guarantee the amount of subsidies whose criteria will be set by France and no longer by the European Union, with the objective of saving and supporting the French model of family farms.",1,Guarantee amount subsidy whose criterion set France longer European Union objective saving supporting French model family farm
"Simplifying the daily life of farmers by stopping the explosion of administrative norms and encouraging the installation of young farmers, through tax exemption during the first years.",1,Simplifying daily life farmer stopping explosion administrative norm encouraging installation young farmer tax exemption first year
"Promote agricultural exports, in particular by supporting quality labels.",1,Promote agricultural export particular supporting quality label
"Guarantee equal access to public services (administrations, gendarmerie, water, health, transport, local hospitals and health homes, etc.) throughout the territory and in particular in rural areas.",1,Guarantee equal access public service administration gendarmerie water health transport local hospital health home etc throughout territory particular rural area
Rebalance city policy towards desertified and rural areas.,1,Rebalance city policy towards desertified rural area
"The slogan ""We are for Russians!""It does not mean at all that the LDPR is fighting against other peoples.",1,The slogan We RussiansIt mean LDPR fighting people
"We respect all of them and want only one thing: so that all the peoples of Russia throughout its territory would have equal rights and obligations, so that the Russians would not humiliate and rob.",1,We respect want one thing people Russia throughout territory would equal right obligation Russians would humiliate rob
"We say that the money of Russia that all the Russian people earns should be spent on every citizen equally, and not be spent on the principle: to the south - 50 thousand per month for a person, and in Russian areas - 5 thousand - ten times less.",1,We say money Russia Russian people earns spent every citizen equally spent principle south 50 thousand per month person Russian area 5 thousand ten time le
"Thus, protecting the Russians, the LDPR protects the rights and interests of all the peoples of Russia.",1,Thus protecting Russians LDPR protects right interest people Russia
"That is, our slogan in its full volume sounds like this: ""We are for the Russians and for all other peoples of Russia!""",1,That is slogan full volume sound like this We Russians people Russia
"And each of the peoples of Russia had its own region, where national traditions were respected and in schools taught their native language.",1,And people Russia region national tradition respected school taught native language
"The LDPR will not impede the use of another language in Russia, except for Russian, but the Russian language should be the Russian language.",1,The LDPR impede use another language Russia except Russian Russian language Russian language
"Such conditions should be created that all peoples can live in Russia together, there should be no discrimination.",1,Such condition created people live Russia together discrimination
"Modern nouveau riches, which have accustomed to national grief and the robbery of national wealth, depict “successful people” and almost ancient aristocracy, humiliating the majority of the country's population.",1,Modern nouveau rich accustomed national grief robbery national wealth depict “successful people” almost ancient aristocracy humiliating majority country population
"For us, the situation is unacceptable when contempt for poor people is cultivated in society.",1,For u situation unacceptable contempt poor people cultivated society
"Modern rich not only despise the poor, but also demand from the state to pursue a policy that should lead to death, disease and degradation of low -income people.",1,Modern rich despise poor also demand state pursue policy lead death disease degradation low income people
"Cannibals like to repeat the cynical formula: ""Why make poverty?""And they do not hide the dreams that one day all the poor will die out.",1,Cannibals like repeat cynical formula Why make povertyAnd hide dream one day poor die out
They need to provide the opportunity to feed families with their labor and live with dignity.,1,They need provide opportunity feed family labor live dignity
"The policy of the Russian tops, directed against the poor, is completely unacceptable.",1,The policy Russian top directed poor completely unacceptable
"The poor must provide all the possibilities for they to heal with a normal life, and not beggarly.",1,The poor must provide possibility heal normal life beggarly
